,id,Цена,Цена за кв.метр,Количество собственников,Район,Улица,Вид сделки,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Этажей в доме,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Техника,Способ продажи,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Дополнительно,Тип комнат,Мебель,Тип продавца,Data_added,latitude,longitude,center_distance,metro_distance
1072,7331854565,5600000.0,129330.0,1 собственник,Sovetsky,"Балаковская ул., 6А",возможна ипотека,1,43.3,10.7,20.8,2.0,15.0,"балкон, лоджия",2.7,совмещенный,"во двор, на солнечную сторону",косметический,"кондиционер, холодильник, стиральная машина, водонагреватель",свободная,кирпичный,2012.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,,"кухня, хранение одежды, спальные места",агентство,2025-05-05,53.18578,50.194631,6.71,1.73
1073,4123014747,6700000.0,156177.0,1 собственник,Kirovsky,"Владимирская ул., 44",возможна ипотека,2,42.9,7.7,,7.0,9.0,балкон,,раздельный,на улицу,косметический,"кондиционер, холодильник, стиральная машина",свободная,монолитный,,1,нет,мусоропровод,"детская площадка, спортивная площадка",,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1950989,50.139048,3.0,1.63
1074,4638012099,7050000.0,170702.0,1 собственник,Oktyabrsky,"Революционная ул., 101В",возможна ипотека,1,41.3,9.8,18.3,7.0,26.0,лоджия,2.7,совмещенный,на улицу,косметический,"холодильник, стиральная машина",свободная,монолитный,2019.0,2,2,консьерж,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2063586,50.1771617,5.77,0.68
1075,7230087319,6400000.0,128257.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Sovetsky,"ул. Антонова-Овсеенко, 3",,2,49.9,9.0,30.0,6.0,9.0,,2.7,раздельный,"во двор, на улицу",косметический,,свободная,кирпичный,,1,,,,открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-05,53.2113249,50.1920795,6.89,1.27
1076,7274452989,72000000.0,553846.0,2 собственника или больше,Leninsky,"Самарская ул., 220",,4,130.0,40.0,90.0,6.0,20.0,,3.0,раздельный,,дизайнерский,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,монолитный,2024.0,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,"гардеробная, панорамные окна",изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2038684,50.1181151,2.11,1.24
1077,4571219875,3690000.0,121382.0,1 собственник,Zheleznodorozhny,"ул. Гагарина, 37",возможна ипотека,1,30.4,5.5,,5.0,5.0,балкон,,совмещенный,"во двор, на улицу",косметический,"холодильник, стиральная машина",свободная,панельный,1965.0,нет,нет,газ,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1994205,50.1740059,5.38,0.24
1079,4073264243,10800000.0,123288.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Promyshlenny,"Московское ш., 272",возможна ипотека,3,87.6,15.0,65.0,9.0,24.0,лоджия,3.0,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,свободная,монолитно-кирпичный,2021.0,1,2,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-05,53.2514429,50.2167895,10.56,4.8
1080,4630902732,6000000.0,153061.0,1 собственник,Kirovsky,"Ташкентская ул., 173",,1,39.2,15.4,16.5,4.0,24.0,лоджия,2.7,совмещенный,на улицу,евро,"кондиционер, холодильник, стиральная машина",свободная,монолитный,2018.0,2,1,,"детская площадка, спортивная площадка",открытая во дворе,,,кухня,частное лицо,2025-05-05,53.2663854,50.2324589,12.44,6.07
1082,4311892449,4650000.0,115099.0,1 собственник,Oktyabrsky,"ул. Гагарина, 1",возможна ипотека,2,40.4,6.0,25.3,5.0,5.0,балкон,2.6,совмещенный,"на улицу, на солнечную сторону",косметический,"холодильник, стиральная машина, водонагреватель",свободная,панельный,1962.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-05,53.2030137,50.1588062,4.48,0.11
1084,4279269067,4950000.0,66000.0,1 собственник,Kuibyshevsky,"Белорусская ул., 18",возможна ипотека,2,75.0,12.0,38.0,3.0,23.0,лоджия,2.7,совмещенный,во двор,требует ремонта,,свободная,монолитно-кирпичный,2023.0,2,1,,"детская площадка, спортивная площадка",,гардеробная,изолированные,,частное лицо,2025-05-05,53.1477554,50.0631825,5.26,8.35
1085,4594497470,3750000.0,64655.0,2 собственника или больше,Krasnoglinsky,"посёлок Южный, 26",,2,58.0,7.0,35.0,1.0,3.0,,3.0,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,свободная,кирпичный,1958.0,,,газ,детская площадка,открытая во дворе,гардеробная,изолированные,кухня,частное лицо,2025-05-05,53.3676239,50.1829236,20.51,17.47
1086,7349768622,4750000.0,166084.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Sovetsky,"ул. Советской Армии, 98А",,1,28.6,7.6,15.0,8.0,12.0,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,,свободная,кирпичный,2015.0,1,1,,детская площадка,открытая во дворе,,,хранение одежды,частное лицо,2025-05-05,53.206677,50.2129407,8.09,0.81
1088,7350455289,4900000.0,153125.0,1 собственник,Leninsky,"Чернореченская ул., 48",возможна ипотека,1,32.0,7.0,16.0,8.0,9.0,балкон,,раздельный,"во двор, на солнечную сторону",евро,"кондиционер, холодильник, стиральная машина",свободная,панельный,1982.0,1,нет,,,открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2017455,50.1485275,3.79,0.8
1090,4625347222,5100000.0,150000.0,1 собственник,Kirovsky,"Ташкентская ул., 173",возможна ипотека,студия,34.0,,18.0,2.0,24.0,лоджия,5.0,совмещенный,во двор,евро,"кондиционер, холодильник, стиральная машина",альтернативная,монолитно-кирпичный,,2,1,,детская площадка,,,,"кухня, хранение одежды",частное лицо,2025-05-05,53.2663854,50.2324589,12.44,6.07
1091,2885759507,22500000.0,246711.0,1 собственник,Leninsky,"Садовая ул., 176",,2,91.2,50.0,,10.0,33.0,балкон,2.7,совмещенный,"на улицу, на солнечную сторону",евро,"кондиционер, холодильник, стиральная машина, водонагреватель",свободная,монолитный,,2,1,консьерж,"закрытая территория, детская площадка",подземная,"гардеробная, панорамные окна",изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1964454,50.1101102,1.19,2.16
1092,4477516443,4790000.0,112706.0,2 собственника или больше,Promyshlenny,"Воронежская ул., 250",возможна ипотека,2,42.5,6.0,,4.0,5.0,балкон,2.7,совмещенный,"на улицу, на солнечную сторону",косметический,,свободная,панельный,1967.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-05,53.2441565,50.2176018,10.11,4.06
1093,7326043736,4513000.0,161179.0,1 собственник,Zheleznodorozhny,"Пятигорская ул., 10",,1,28.0,7.8,13.6,3.0,9.0,лоджия,2.5,раздельный,во двор,дизайнерский,"кондиционер, холодильник, стиральная машина",свободная,панельный,1989.0,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,,кухня,частное лицо,2025-05-05,53.187712,50.1401772,3.06,2.15
1095,7268899817,9900000.0,180987.0,1 собственник,Promyshlenny,"Ново-Вокзальная ул., 253",возможна ипотека,2,54.7,8.1,33.5,4.0,10.0,балкон,2.5,раздельный,на улицу,дизайнерский,"кондиционер, холодильник, посудомоечная машина, водонагреватель",альтернативная,панельный,1994.0,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды",частное лицо,2025-05-05,53.2448658,50.2076938,9.63,4.49
1096,7338436157,4200000.0,92308.0,1 собственник,Samarsky,"ул. Мориса Тореза, 71",возможна ипотека,2,45.5,6.0,35.0,2.0,5.0,балкон,2.8,совмещенный,"во двор, на солнечную сторону",требует ремонта,,свободная,панельный,1963.0,нет,нет,газ,детская площадка,открытая во дворе,,смежные,,частное лицо,2025-05-05,53.1965634,50.1926758,6.58,0.7
1097,3989117085,12900000.0,215000.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Oktyabrsky,"пр-т Карла Маркса, 4А",,2,60.0,11.0,30.0,6.0,24.0,лоджия,2.7,раздельный,"во двор, на солнечную сторону",евро,,свободная,монолитный,,1,2,,"детская площадка, спортивная площадка","подземная, открытая во дворе",,изолированные,,частное лицо,2025-05-05,,,8.26,2.73
1098,7237603296,5440000.0,132683.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Oktyabrsky,"ул. Скляренко, 19",возможна ипотека,1,41.0,13.2,16.0,7.0,9.0,,,раздельный,во двор,евро,,свободная,кирпичный,1993.0,2,нет,,детская площадка,,гардеробная,,,агентство,2025-05-05,53.2148686,50.1585275,5.02,0.71
1099,4479147857,8950000.0,125175.0,2 собственника или больше,Zheleznodorozhny,"ул. Мориса Тореза, 13А",,3,71.5,6.9,,5.0,9.0,балкон,,раздельный,"во двор, на улицу",косметический,,свободная,кирпичный,1982.0,1,нет,газ,детская площадка,открытая во дворе,,изолированные,,частное лицо,2025-05-05,53.196015,50.1683278,4.95,0.76
1100,4568255623,7200000.0,211765.0,1 собственник,Oktyabrsky,"3-я просека, 69",возможна ипотека,студия,34.0,,,1.0,3.0,,,совмещенный,во двор,дизайнерский,,свободная,кирпичный,2020.0,1,нет,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,"гардеробная, панорамные окна",,,частное лицо,2025-05-05,53.2379602,50.1717482,7.33,3.27
1101,3721244209,3600000.0,120000.0,1 собственник,Zheleznodorozhny,"мкр-н Крутые Ключи, 37",возможна ипотека,1,30.0,8.0,18.0,3.0,3.0,,2.5,совмещенный,"во двор, на солнечную сторону",дизайнерский,холодильник,свободная,кирпичный,2015.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,,,8.26,2.73
1102,4691970532,6580000.0,114634.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Советской Армии, 164",возможна ипотека,3,57.4,6.1,,4.0,5.0,лоджия,2.5,совмещенный,"во двор, на улицу, на солнечную сторону",евро,кондиционер,свободная,панельный,1967.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,"гардеробная, панорамные окна",изолированные,,агентство,2025-05-05,53.2178719,50.2032464,7.84,1.89
1103,4762101556,10100000.0,155385.0,1 собственник,Samarsky,"Некрасовская ул., 77",,3,65.0,12.0,,2.0,5.0,балкон,,раздельный,на улицу,требует ремонта,,свободная,кирпичный,,,,,,,,изолированные,,частное лицо,2025-05-05,53.1873316,50.1021468,0.65,3.26
1104,4636499468,4100000.0,68333.0,1 собственник,Kuibyshevsky,"Пугачёвский тракт, 59",возможна ипотека,3,60.0,7.4,48.0,4.0,9.0,"балкон, лоджия",2.7,раздельный,"во двор, на солнечную сторону",требует ремонта,,свободная,панельный,1974.0,1,нет,"мусоропровод, газ",детская площадка,открытая во дворе,,изолированные,,частное лицо,2025-05-05,53.1254177,50.0931521,7.31,9.71
1105,2443990446,6100000.0,159269.0,2 собственника или больше,Promyshlenny,"Вольская ул., 77",,1,38.3,9.0,18.0,8.0,18.0,лоджия,2.5,совмещенный,"во двор, на солнечную сторону",евро,"холодильник, стиральная машина",свободная,кирпичный,,1,1,мусоропровод,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,"кухня, хранение одежды",частное лицо,2025-05-05,53.2183905,50.2433009,10.38,0.72
1106,4689749431,5750000.0,98291.0,2 собственника или больше,Oktyabrsky,"Ново-Садовая ул., 161",,3,58.5,9.0,41.8,3.0,3.0,,3.1,совмещенный,"на улицу, на солнечную сторону",косметический,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,1954.0,нет,нет,газ,,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2191223,50.1560039,5.15,0.92
1107,4660099862,7500000.0,137112.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Sovetsky,"ул. Советской Армии, 131А",возможна ипотека,2,54.7,9.8,28.5,22.0,25.0,балкон,,раздельный,на улицу,требует ремонта,,свободная,кирпичный,2023.0,2,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-05,53.2154073,50.2146198,8.46,1.6
1108,4284636020,7000000.0,154525.0,1 собственник,Leninsky,"Молодогвардейская ул., 209",,2,45.3,7.9,28.0,3.0,9.0,,2.5,раздельный,на улицу,требует ремонта,"холодильник, стиральная машина",свободная,кирпичный,1972.0,1,нет,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2047024,50.1175475,2.15,1.23
1109,4226794268,7850000.0,115272.0,1 собственник,Zheleznodorozhny,"Магнитогорская ул., 3",,3,68.1,11.7,42.5,3.0,9.0,"балкон, лоджия",2.6,раздельный,"во двор, на улицу",евро,"кондиционер, холодильник, стиральная машина, водонагреватель",свободная,кирпичный,1995.0,1,нет,газ,"детская площадка, спортивная площадка",,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-05,53.1990531,50.158132,4.33,0.44
1110,3087167663,5100000.0,88388.0,1 собственник,Kirovsky,"Самара, территория 18-й километр Московского шоссе",возможна ипотека,2,57.7,9.5,30.9,13.0,17.0,лоджия,2.5,раздельный,"во двор, на солнечную сторону",требует ремонта,,свободная,кирпичный,,,,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-05,,,8.26,2.73
1111,7273643433,5200000.0,120930.0,1 собственник,Sovetsky,"ул. Советской Армии, 135",,2,43.0,5.5,30.0,3.0,5.0,балкон,,совмещенный,на солнечную сторону,косметический,,свободная,панельный,,нет,нет,газ,,открытая во дворе,,изолированные,,агентство,2025-05-05,53.2155238,50.2132142,8.37,1.64
1112,7344018308,2370000.0,76452.0,1 собственник,Kuibyshevsky,"Ново-Молодёжный пер., 5",возможна ипотека,1,31.0,6.0,18.0,5.0,5.0,балкон,2.7,совмещенный,на улицу,косметический,"холодильник, стиральная машина",свободная,блочный,1980.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-05,53.1217935,50.0842326,7.74,10.31
1113,4491288081,5690000.0,130805.0,1 собственник,Kirovsky,"Черемшанская ул., 162",возможна ипотека,1,43.5,10.0,18.0,14.0,18.0,лоджия,2.7,совмещенный,,евро,,свободная,кирпичный,2023.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,частное лицо,2025-05-05,53.239482,50.2532397,11.88,3.0
1114,7373632915,3850000.0,85366.0,1 собственник,Kuibyshevsky,"Белорусская ул., 18",возможна ипотека,1,45.1,13.3,18.0,12.0,20.0,"балкон, лоджия",280.0,совмещенный,"во двор, на улицу, на солнечную сторону",требует ремонта,,свободная,кирпичный,2024.0,2,1,мусоропровод,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,частное лицо,2025-05-05,53.1477554,50.0631825,5.26,8.35
1115,7359563402,8500000.0,128983.0,1 собственник,Kirovsky,"Ташкентская ул., 186А",возможна ипотека,2,65.9,13.1,34.8,10.0,12.0,лоджия,2.7,совмещенный,во двор,евро,,свободная,кирпичный,2002.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,,агентство,2025-05-05,53.2569828,50.2359291,11.95,5.0
1116,4249543859,5850000.0,150000.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Promyshlenny,"Ново-Вокзальный тупик, 10",возможна ипотека,1,39.0,7.2,20.0,5.0,18.0,лоджия,2.5,совмещенный,"во двор, на солнечную сторону",евро,"кондиционер, водонагреватель",свободная,кирпичный,2009.0,1,1,,,открытая во дворе,,,"кухня, хранение одежды",частное лицо,2025-05-05,53.2190401,50.2469158,10.64,0.71
1117,3547377884,6500000.0,131048.0,1 собственник,Kirovsky,"ул. Георгия Димитрова, 76",возможна ипотека,2,49.6,13.0,,1.0,9.0,лоджия,,совмещенный,,косметический,,свободная,панельный,1971.0,1,нет,газ,детская площадка,,,изолированные,,частное лицо,2025-05-05,53.2530239,50.2296378,11.35,4.66
1119,3871868157,4650000.0,217290.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Leninsky,"Владимирская ул., 22",возможна ипотека,1,21.4,4.7,12.4,2.0,9.0,балкон,2.6,совмещенный,,евро,"кондиционер, стиральная машина, водонагреватель",свободная,панельный,1978.0,1,нет,"мусоропровод, газ",детская площадка,открытая во дворе,,,кухня,частное лицо,2025-05-05,53.1995234,50.1333689,2.75,1.11
1120,2819124340,5650000.0,97414.0,2 собственника или больше,Sovetsky,"ул. Антонова-Овсеенко, 6",возможна ипотека,3,58.0,7.0,,4.0,5.0,балкон,,раздельный,,евро,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,блочный,1968.0,,,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,кухня,агентство,2025-05-05,53.2123948,50.1922522,6.94,1.38
1121,7292933338,3600000.0,81448.0,2 собственника или больше,Kuibyshevsky,"Калининградская ул., 4А",,2,44.2,6.6,,4.0,5.0,балкон,2.6,совмещенный,во двор,косметический,кондиционер,свободная,блочный,1965.0,нет,нет,газ,детская площадка,,,смежные,кухня,частное лицо,2025-05-05,53.1169068,50.070594,8.41,11.14
1122,3420721305,5350000.0,123843.0,1 собственник,Sovetsky,"ул. Победы, 18",возможна ипотека,2,43.2,5.5,37.0,5.0,5.0,балкон,2.7,совмещенный,"на улицу, на солнечную сторону",евро,кондиционер,свободная,кирпичный,,нет,нет,газ,детская площадка,открытая во дворе,,смежные,"кухня, хранение одежды",частное лицо,2025-05-05,53.2072984,50.2357167,9.59,0.12
1124,7338118059,3990000.0,93007.0,2 собственника или больше,Promyshlenny,"ул. Волгина, 111",возможна ипотека,2,42.9,6.0,29.0,1.0,5.0,,2.7,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,свободная,панельный,,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,агентство,2025-05-05,53.1928918,50.1846412,6.01,0.96
1125,1431105995,4650000.0,97280.0,1 собственник,Krasnoglinsky,"б-р Ивана Финютина, 60",возможна ипотека,2,47.8,10.0,28.0,2.0,3.0,,,совмещенный,"во двор, на солнечную сторону",евро,,свободная,кирпичный,,,,,,,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,,,8.26,2.73
1126,4945471526,3900000.0,97015.0,1 собственник,Kirovsky,"Демократическая ул., 142",возможна ипотека,1,40.2,10.7,,4.0,4.0,,,совмещенный,на солнечную сторону,требует ремонта,,свободная,кирпичный,2021.0,нет,1,,детская площадка,открытая во дворе,,,,частное лицо,2025-05-05,53.2864875,50.2225457,13.62,8.39
1128,3994409102,2550000.0,85000.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Krasnoglinsky,"ул. Мира, 75",,1,30.0,8.0,,3.0,3.0,,,совмещенный,во двор,евро,"холодильник, стиральная машина",свободная,кирпичный,,нет,нет,газ,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.3071551,50.315849,19.61,10.8
1129,4665594185,6300000.0,104651.0,1 собственник,Promyshlenny,"Московское ш., 318",,3,60.2,7.5,42.5,6.0,9.0,"балкон, лоджия",2.5,раздельный,"во двор, на улицу",косметический,"холодильник, стиральная машина",свободная,панельный,1980.0,1,,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,смежные,,частное лицо,2025-05-05,53.2611,50.2357861,12.23,5.45
1130,4624154210,5550000.0,128176.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Oktyabrsky,"ул. Гагарина, 2",возможна ипотека,2,43.3,6.1,25.5,5.0,5.0,балкон,2.7,совмещенный,во двор,косметический,стиральная машина,свободная,панельный,1959.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2020249,50.1620512,4.66,0.14
1131,7231492433,7700000.0,141284.0,1 собственник,Leninsky,"ул. Мичурина, 4",,1,54.5,12.2,19.7,4.0,16.0,лоджия,2.7,совмещенный,на солнечную сторону,евро,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,кирпичный,2012.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1983646,50.1275798,2.34,1.31
1132,4430758714,5750000.0,140244.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Promyshlenny,"7-я просека, 106",возможна ипотека,1,41.0,11.0,,12.0,19.0,лоджия,,совмещенный,"во двор, на солнечную сторону",евро,кондиционер,свободная,кирпичный,2015.0,1,1,консьерж,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды",агентство,2025-05-05,53.2559121,50.2004755,10.1,5.77
1133,3677337763,3050000.0,145238.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Zheleznodorozhny,"Белогородская ул., 3Б",возможна ипотека,1,21.0,4.5,11.0,3.0,5.0,балкон,2.2,совмещенный,"во двор, на солнечную сторону",косметический,"холодильник, водонагреватель",свободная,кирпичный,,нет,нет,газ,спортивная площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1710014,50.190058,6.76,3.37
1134,7331514353,5300000.0,90598.0,2 собственника или больше,Sovetsky,"ул. Антонова-Овсеенко, 18",,3,58.5,5.6,42.0,5.0,5.0,балкон,2.5,раздельный,во двор,дизайнерский,кондиционер,свободная,панельный,,,,,,,,изолированные,кухня,агентство,2025-05-05,53.2125511,50.2002329,7.45,1.29
1136,7344261656,3200000.0,108844.0,2 собственника или больше,Kirovsky,"Алма-Атинская ул., 16",возможна ипотека,1,29.4,6.0,18.0,2.0,5.0,балкон,,совмещенный,на улицу,косметический,кондиционер,свободная,кирпичный,1972.0,нет,нет,газ,детская площадка,открытая во дворе,,,кухня,агентство,2025-05-05,53.2382937,50.2853923,13.78,2.91
1137,7387869048,3700000.0,60656.0,2 собственника или больше,Kuibyshevsky,"Хасановская ул., 2",возможна ипотека,2,61.0,8.7,52.3,6.0,6.0,"балкон, лоджия",2.8,раздельный,"на улицу, на солнечную сторону",косметический,"кондиционер, водонагреватель",свободная,кирпичный,1981.0,нет,нет,газ,детская площадка,открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды",частное лицо,2025-05-05,53.1193797,50.0918997,7.98,10.35
1138,7340387841,8600000.0,105781.0,2 собственника или больше,Kuibyshevsky,"Казачья ул., 30",возможна ипотека,3,81.3,13.5,48.9,2.0,10.0,лоджия,,раздельный,"во двор, на улицу",косметический,,свободная,кирпичный,2010.0,1,1,,"детская площадка, спортивная площадка",,,изолированные,,частное лицо,2025-05-05,53.1566612,50.0775869,4.0,6.99
1139,4827021078,3700000.0,107872.0,1 собственник,Kirovsky,"Черемшанская ул., 162",,1,34.3,8.0,16.3,16.0,18.0,балкон,2.7,совмещенный,во двор,требует ремонта,,свободная,кирпичный,2023.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,частное лицо,2025-05-05,53.239482,50.2532397,11.88,3.0
1140,7338051209,12000000.0,197694.0,2 собственника или больше,Promyshlenny,"Молодёжная ул., 18",,2,60.7,10.4,,23.0,25.0,балкон,2.5,совмещенный,"во двор, на улицу, на солнечную сторону",евро,"кондиционер, водонагреватель",свободная,монолитно-кирпичный,2015.0,1,2,консьерж,детская площадка,"подземная, открытая во дворе",,изолированные,"кухня, хранение одежды",частное лицо,2025-05-05,53.2598207,50.2227433,11.47,5.51
1141,4490832590,12200000.0,155811.0,1 собственник,Oktyabrsky,"ул. Мичурина, 149",,3,78.3,28.2,50.1,6.0,13.0,балкон,,раздельный,,косметический,стиральная машина,свободная,монолитный,2014.0,1,1,,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.2174407,50.1708287,5.87,1.57
1142,3612525141,5300000.0,154070.0,1 собственник,Promyshlenny,"Вольская ул., 77",возможна ипотека,1,34.4,7.3,17.4,5.0,18.0,лоджия,,совмещенный,"во двор, на солнечную сторону",косметический,"кондиционер, водонагреватель",свободная,кирпичный,2009.0,1,1,,"закрытая территория, спортивная площадка",открытая во дворе,,,кухня,частное лицо,2025-05-05,53.2183905,50.2433009,10.38,0.72
1143,4524513031,9880000.0,152000.0,Контактное лицо,Oktyabrsky,"Невская ул., 9",,2,65.0,16.0,33.0,2.0,6.0,лоджия,,совмещенный,,дизайнерский,,свободная,кирпичный,1992.0,1,нет,,,открытая во дворе,,изолированные,,агентство,2025-05-05,53.2087018,50.1288283,3.01,0.37
1144,4631237914,6200000.0,87324.0,2 собственника или больше,Kuibyshevsky,"Белорусская ул., 34",возможна ипотека,3,71.0,12.0,40.0,11.0,12.0,лоджия,2.5,совмещенный,на солнечную сторону,косметический,водонагреватель,свободная,панельный,1995.0,2,,,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-05,53.1474124,50.058751,5.42,8.55
1145,4700994885,2750000.0,95819.0,1 собственник,Kirovsky,"Зубчаниновское ш., 157",,1,28.7,6.7,13.6,5.0,5.0,балкон,2.5,совмещенный,во двор,косметический,,свободная,блочный,,нет,нет,,детская площадка,открытая во дворе,,,,частное лицо,2025-05-05,53.2275338,50.2943247,13.94,1.88
1146,7256903027,5499000.0,80277.0,1 собственник,Kirovsky,"ул. Свободы, 153",,3,68.5,9.4,42.0,3.0,9.0,"балкон, лоджия",,раздельный,"во двор, на солнечную сторону",косметический,,свободная,панельный,1987.0,1,1,газ,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-05,53.2274018,50.2718548,12.51,1.83
