,id,Цена,Цена за кв.метр,Количество собственников,Район,Улица,Вид сделки,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Этажей в доме,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Техника,Способ продажи,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Дополнительно,Тип комнат,Мебель,Тип продавца,Data_added,latitude,longitude,center_distance,metro_distance
0,7369217589,9350000.0,110000.0,1 собственник,Kirovsky,"18-й километр, 37",возможна ипотека,3,85.0,17.5,,25.0,25.0,балкон,,раздельный,,дизайнерский,,свободная,монолитный,2021.0,1,2,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1,7373532517,8200000.0,197590.0,1 собственник,Oktyabrsky,"Московское ш., 29",,студия,41.5,,41.5,17.0,24.0,балкон,2.7,совмещенный,"во двор, на солнечную сторону",дизайнерский,"кондиционер, холодильник, стиральная машина",свободная,монолитный,,3,3,,"детская площадка, спортивная площадка",подземная,гардеробная,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2184734,50.1912753,7.14,2.04
4,4962057121,11200000.0,129032.0,2 собственника или больше,Zheleznodorozhny,"Революционная ул., 146А",,3,86.8,12.1,47.5,1.0,11.0,лоджия,2.7,раздельный,"во двор, на солнечную сторону",евро,,свободная,кирпичный,2000.0,1,1,газ,"детская площадка, спортивная площадка","подземная, открытая во дворе",,изолированные,"кухня, хранение одежды",частное лицо,2025-05-27,53.1950404,50.181259,5.8,0.64
5,7277003594,7400000.0,208451.0,1 собственник,Oktyabrsky,"ул. Осипенко, 2Б",возможна ипотека,1,35.5,7.6,18.8,1.0,16.0,лоджия,2.7,совмещенный,во двор,косметический,"холодильник, стиральная машина",свободная,кирпичный,1977.0,1,1,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2144299,50.1318621,3.59,0.58
6,4485182305,4999000.0,89428.0,2 собственника или больше,Promyshlenny,"Воронежская ул., 188",,3,55.9,6.0,35.0,1.0,5.0,,,раздельный,,косметический,,свободная,кирпичный,,нет,нет,,,,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2385795,50.2227732,10.06,3.35
7,4787524271,3300000.0,113793.0,Группа компаний «Новый ДОН»,Kirovsky,"ул. Алма-Атинская/Стара-Загора/2-я линия, стр. 2",возможна ипотека,студия,29.0,,29.0,15.0,25.0,лоджия,,совмещенный,"во двор, на солнечную сторону",,,переуступка,монолитно-кирпичный,,2,1,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,,,частное лицо,2025-05-27,,,,
8,7334777255,3190000.0,111930.0,Группа компаний «Новый ДОН»,Kirovsky,"ул. Алма-Атинская/Стара-Загора/2-я линия, стр. 2",,студия,28.5,,12.8,13.0,23.0,,2.7,совмещенный,на улицу,,,переуступка,кирпичный,,2,,,"детская площадка, спортивная площадка",,,,,частное лицо,2025-05-27,,,,
9,7338099073,17800000.0,181633.0,Группа компаний «Строительный холдинг Град»,Samarsky,"ул. Степана Разина, д. 114",,3,98.0,16.0,57.0,2.0,7.0,лоджия,,"совмещенный, раздельный",,,,переуступка,кирпичный,,1,1,,,,гардеробная,изолированные,,частное лицо,2025-05-27,53.189636,50.0878051,0.49,3.8
10,4617362321,6250000.0,106655.0,Контактное лицо,Krasnoglinsky,"Красногвардейская ул., 3",возможна ипотека,2,58.6,12.0,35.0,1.0,10.0,лоджия,,раздельный,во двор,евро,,свободная,панельный,2016.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.3491181,50.2101646,19.2,15.39
11,4833901704,10255000.0,160234.0,2 собственника или больше,Promyshlenny,"Нагорная ул., 6",возможна ипотека,2,64.0,12.1,34.1,9.0,10.0,балкон,2.6,раздельный,на солнечную сторону,дизайнерский,"кондиционер, холодильник, посудомоечная машина, водонагреватель",свободная,кирпичный,2007.0,,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2201316,50.2206333,9.01,1.82
12,4777513900,3700000.0,146245.0,1 собственник,Kirovsky,"ул. Николая Симонова, 19",возможна ипотека,студия,25.3,,17.0,2.0,9.0,лоджия,2.6,совмещенный,во двор,евро,"холодильник, стиральная машина",свободная,кирпичный,2024.0,1,1,консьерж,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2967917,50.3282538,19.53,9.89
13,7284374586,6599999.0,154206.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Георгия Димитрова, 74Ак2",,1,42.8,11.3,19.5,2.0,16.0,балкон,2.5,совмещенный,"во двор, на солнечную сторону",дизайнерский,"холодильник, стиральная машина, посудомоечная машина",свободная,монолитный,2023.0,1,1,,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
14,7367160947,3300000.0,102484.0,1 собственник,Kirovsky,"ул. Николая Симонова, 7",возможна ипотека,1,32.2,8.7,,1.0,5.0,лоджия,,совмещенный,,косметический,"кондиционер, холодильник",свободная,кирпичный,2018.0,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,кухня,частное лицо,2025-05-27,53.2978329,50.3256618,19.46,9.95
16,4787120913,5350000.0,84252.0,1 собственник,Krasnoglinsky,"Крайняя ул., 6",возможна ипотека,3,63.5,7.0,44.9,4.0,5.0,лоджия,2.5,раздельный,во двор,косметический,,свободная,панельный,1977.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,,частное лицо,2025-05-27,53.3421726,50.2176762,18.71,14.55
17,4073130220,12500000.0,180897.0,Контактное лицо,,"пр-т Ленина, 2Б",возможна ипотека,3,69.1,8.8,47.4,14.0,15.0,лоджия,2.5,совмещенный,на улицу,косметический,кондиционер,свободная,кирпичный,1997.0,2,нет,консьерж,детская площадка,открытая во дворе,,смежные,"кухня, хранение одежды",агентство,2025-05-27,,,,
18,7402659444,13000000.0,127827.0,1 собственник,Promyshlenny,"ул. Стара-Загора, 139",возможна ипотека,3,101.7,14.0,,8.0,9.0,"балкон, лоджия",2.6,совмещенный,"во двор, на улицу, на солнечную сторону",евро,"кондиционер, стиральная машина, водонагреватель",свободная,кирпичный,,1,нет,газ,,открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.235125,50.2220632,9.82,3.05
19,7398918727,7300000.0,182045.0,2 собственника или больше,Oktyabrsky,"Московское ш., 29",,1,40.1,15.0,,13.0,24.0,лоджия,2.8,совмещенный,"на улицу, на солнечную сторону",дизайнерский,"кондиционер, холодильник, стиральная машина",свободная,монолитный,2019.0,2,1,,,,,,"кухня, спальные места",частное лицо,2025-05-27,53.2184734,50.1912753,7.14,2.04
20,7325175274,7250000.0,163288.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Георгия Димитрова, 74Ак3",возможна ипотека,1,44.4,9.4,16.0,6.0,16.0,лоджия,2.5,совмещенный,во двор,дизайнерский,"холодильник, посудомоечная машина",свободная,монолитный,2023.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
21,3767120865,15200000.0,220290.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",,"пр-т Масленникова, 14А",возможна ипотека,2,69.0,12.0,42.0,12.0,19.0,,2.6,совмещенный,"во двор, на солнечную сторону",дизайнерский,,свободная,монолитный,2023.0,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",гардеробная,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,,,,
22,2270722390,4550000.0,107820.0,1 собственник,Sovetsky,"ул. Красных Коммунаров, 12",возможна ипотека,2,42.2,8.0,,1.0,5.0,,2.5,совмещенный,на улицу,евро,кондиционер,свободная,кирпичный,,,,газ,,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2062102,50.2439227,10.11,0.58
23,7245210972,3820000.0,120126.0,1 собственник,,"пр-т Карла Маркса, 256",возможна ипотека,1,31.8,5.5,,1.0,5.0,,,совмещенный,на улицу,косметический,"кондиционер, водонагреватель",свободная,панельный,,,,газ,детская площадка,открытая во дворе,,,"кухня, хранение одежды",частное лицо,2025-05-27,,,,
24,7359932092,3800000.0,83333.0,2 собственника или больше,Krasnoglinsky,"ул. Мира, 69",возможна ипотека,2,45.6,9.2,27.0,3.0,3.0,,2.5,совмещенный,во двор,косметический,водонагреватель,свободная,кирпичный,2020.0,,,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-27,53.3067017,50.3138798,19.48,10.72
25,4671500610,3850000.0,65254.0,Контактное лицо,Promyshlenny,"Ветлянская ул., 40",,3,59.0,6.0,42.0,1.0,3.0,,,,,евро,,свободная,монолитный,,,,,,,,изолированные,,агентство,2025-05-27,53.188822,50.2848649,12.71,2.61
26,4337842852,11150000.0,173406.0,1 собственник,Promyshlenny,"Московское ш., 272",возможна ипотека,2,64.3,15.7,26.5,18.0,24.0,лоджия,3.0,совмещенный,"на улицу, на солнечную сторону",евро,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,монолитно-кирпичный,2021.0,1,2,,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",гардеробная,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2514429,50.2167895,10.56,4.8
27,4734106400,3550000.0,107576.0,1 собственник,Kuibyshevsky,"ул. Александра Солженицына, 11",,1,33.0,9.0,,4.0,5.0,балкон,,совмещенный,во двор,евро,"кондиционер, холодильник",свободная,кирпичный,2017.0,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды",частное лицо,2025-05-27,53.1383816,50.0805721,5.94,8.68
28,7375479531,5300000.0,126190.0,1 собственник,Kirovsky,"Ташкентская ул., 166",возможна ипотека,2,42.0,6.9,27.0,1.0,5.0,,2.5,раздельный,"на улицу, на солнечную сторону",косметический,,свободная,панельный,1971.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,,частное лицо,2025-05-27,53.2568622,50.2406383,12.19,4.94
29,7377428185,3850000.0,88303.0,1 собственник,Kuibyshevsky,"Белорусская ул., 18",возможна ипотека,1,43.6,13.3,17.7,8.0,23.0,балкон,,совмещенный,на солнечную сторону,требует ремонта,,свободная,монолитно-кирпичный,2023.0,2,1,,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,частное лицо,2025-05-27,53.1477554,50.0631825,5.26,8.35
30,7304489567,5500000.0,65398.0,2 собственника или больше,Kirovsky,"Ташкентская ул., 182",возможна ипотека,4,84.1,5.9,54.2,4.0,5.0,балкон,2.7,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,свободная,панельный,1971.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,хранение одежды,агентство,2025-05-27,53.2571796,50.2395437,12.15,4.98
31,4554603484,6150000.0,147482.0,Группа компаний «Владимир»,,"ул. Корабельная, блок-секция 1",,1,41.7,12.2,15.8,15.0,24.0,лоджия,,,,,,,кирпичный,,,,,,,,,,агентство,2025-05-27,,,,
32,4298040578,9622000.0,170000.0,ООО «СЗ «СПЕКТРСТРОЙ»,,"ул. Ново-Садовая, д. 120-122",,студия,56.6,,,8.0,19.0,,,,,,,,монолитный,,,,,,,,,,агентство,2025-05-27,,,,
33,4467050508,14275000.0,212742.0,Группа компаний «УК Альянс-Менеджмент»,Oktyabrsky,"ул. Луначарского, стр. 1",возможна ипотека,2,67.1,20.4,24.3,12.0,22.0,,3.1,"совмещенный, раздельный",на солнечную сторону,,,договор долевого участия,монолитный,,2,2,,"закрытая территория, детская площадка, спортивная площадка",подземная,"гардеробная, панорамные окна",изолированные,,агентство,2025-05-27,53.2138165,50.147823,4.36,0.22
34,3631817255,7795900.0,133950.0,Группа компаний «Финстрой»,Krasnoglinsky,"1 кв-л, секц. 65-67",,2,58.2,16.3,26.9,13.0,18.0,лоджия,2.7,совмещенный,,,,,кирпичный,,,,,,,,,,агентство,2025-05-27,,,,
35,2522324888,10157400.0,162000.0,Группа компаний «ВИРА»,Oktyabrsky,"ул. Гастелло, д. 6",,2,62.7,13.6,,3.0,16.0,,,,,,,,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.2304769,50.185853,7.5,3.2
36,4345816658,4547721.0,118739.0,Группа компаний «Древо»,,"с. Лопатино, стр. 1.2-2",возможна ипотека,1,38.3,16.5,14.4,2.0,17.0,лоджия,2.7,,,,,,панельный,,,,,"детская площадка, спортивная площадка",открытая во дворе,,,,агентство,2025-05-27,,,,
37,7237609975,6250000.0,88028.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Стара Загора, 209",возможна ипотека,3,71.0,8.0,45.0,7.0,9.0,лоджия,2.6,раздельный,"во двор, на улицу, на солнечную сторону",косметический,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,кирпичный,1974.0,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,изолированные,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.2449396,50.2408975,11.46,3.62
38,7199413624,6200000.0,104553.0,1 собственник,Kuibyshevsky,"ул. Петра Алабина, 4",возможна ипотека,2,59.3,11.5,30.0,20.0,24.0,балкон,2.7,раздельный,"на улицу, на солнечную сторону",евро,,свободная,монолитный,2024.0,2,1,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,"кухня, хранение одежды",частное лицо,2025-05-27,,,,
39,3446483799,11212300.0,135088.0,Группа компаний «СтройКонтракт»,,"ул. 3-я просека / Советской Армии / ул. Ново-Садовая (дублёр), ЖК «Эстетика»",возможна ипотека,2,83.0,19.1,,2.0,8.0,лоджия,,раздельный,,,,договор долевого участия,кирпичный,,нет,нет,,,,,изолированные,,агентство,2025-05-27,,,,
40,7318009471,4800000.0,126316.0,2 собственника или больше,Krasnoglinsky,"1-й квартал, 61",возможна ипотека,1,38.0,9.0,,9.0,10.0,лоджия,2.6,совмещенный,во двор,евро,,свободная,кирпичный,2021.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,,"кухня, хранение одежды",частное лицо,2025-05-27,53.3074208,50.2831109,18.05,10.59
41,4282181789,3061512.0,115966.0,Группа компаний «Древо»,,"мкр. Южный город, стр. 44.2-2",возможна ипотека,студия,26.4,,13.5,3.0,17.0,лоджия,2.7,,,,,,панельный,,,,,"детская площадка, спортивная площадка",открытая во дворе,,,,агентство,2025-05-27,,,,
42,7326062754,9119000.0,102346.0,Группа компаний «Корпорация КОШЕЛЕВ»,Kirovsky,"ул. Олега Пешкова, стр. 9",возможна ипотека,3,89.1,13.3,49.0,4.0,16.0,лоджия,,раздельный,,,,договор долевого участия,кирпичный,,1,1,,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-27,53.3026534,50.3292589,19.98,10.54
43,7287215150,5999999.0,142857.0,1 собственник,Oktyabrsky,"ул. Скляренко, 6",возможна ипотека,2,42.0,6.0,28.0,2.0,5.0,,2.8,совмещенный,на улицу,евро,водонагреватель,свободная,кирпичный,1975.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,кухня,частное лицо,2025-05-27,53.2126981,50.1525448,4.55,0.24
44,7326026719,4347000.0,109773.0,Группа компаний «Корпорация КОШЕЛЕВ»,Kirovsky,"ул. Олега Пешкова, стр. 9",возможна ипотека,1,39.6,11.0,17.1,7.0,16.0,лоджия,,совмещенный,,,,договор долевого участия,кирпичный,,1,1,,детская площадка,открытая во дворе,,,,агентство,2025-05-27,53.3026534,50.3292589,19.98,10.54
45,7241854093,9650000.0,146212.0,1 собственник,Oktyabrsky,"5-я просека, 143",возможна ипотека,2,66.0,10.0,,1.0,4.0,балкон,,раздельный,во двор,дизайнерский,посудомоечная машина,свободная,кирпичный,2022.0,,1,,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",,изолированные,"кухня, хранение одежды",частное лицо,2025-05-27,53.24392,50.1773379,8.06,4.03
46,7378645875,6253416.0,117989.0,Группа компаний «Развитие»,Krasnoglinsky,"кв-л 3, ЖК «Салют»",,1,53.0,53.0,,4.0,12.0,,2.5,,,,,,кирпичный,,1,,,,,,,,агентство,2025-05-27,,,,
47,7382211887,4100000.0,122388.0,1 собственник,Promyshlenny,"Воронежская ул., 198",возможна ипотека,1,33.5,10.7,17.2,2.0,9.0,балкон,2.6,совмещенный,во двор,косметический,,свободная,панельный,1968.0,1,нет,,детская площадка,открытая во дворе,,,"кухня, хранение одежды",агентство,2025-05-27,53.2390465,50.2211531,9.99,3.45
48,2601066140,12590000.0,131009.0,ООО «СЗ «Архитектор»,,"ул. Дыбенко/пр-д 3-й/4-й, стр. 1",,3,96.1,17.3,51.5,9.0,27.0,лоджия,,,,,,,монолитный,,,,,,,,изолированные,,агентство,2025-05-27,,,,
49,7414956310,8943098.0,207496.0,ООО «СЗ ПАРКОВЫЙ»,,"пер. Парковый, жилой дом",возможна ипотека,1,43.1,14.9,,15.0,15.0,,2.7,совмещенный,на улицу,,,договор долевого участия,монолитный,,1,1,,"закрытая территория, детская площадка",подземная,"гардеробная, панорамные окна",,,агентство,2025-05-27,,,,
50,7326246392,6437000.0,106927.0,Группа компаний «Корпорация КОШЕЛЕВ»,Kirovsky,"ул. Олега Пешкова, стр. 9",возможна ипотека,2,60.2,11.3,30.7,9.0,16.0,лоджия,,совмещенный,,,,договор долевого участия,кирпичный,,1,1,,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-27,53.3026534,50.3292589,19.98,10.54
51,7329169449,3950000.0,116519.0,1 собственник,Krasnoglinsky,"24-й километр, 9с1",возможна ипотека,1,33.9,6.7,16.1,4.0,4.0,балкон,2.8,совмещенный,во двор,дизайнерский,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,2013.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,,,,
52,3446223841,14148880.0,128044.0,Группа компаний «СтройКонтракт»,,"ул. 3-я просека / Советской Армии / ул. Ново-Садовая (дублёр), ЖК «Эстетика»",возможна ипотека,3,110.5,14.2,,2.0,8.0,лоджия,,раздельный,,,,договор долевого участия,кирпичный,,нет,нет,,,,,изолированные,,агентство,2025-05-27,,,,
53,7337568969,8400000.0,195349.0,1 собственник,Oktyabrsky,"4-й пр., 67А",,1,43.0,17.0,,13.0,25.0,,2.8,совмещенный,во двор,дизайнерский,"кондиционер, холодильник, посудомоечная машина",свободная,монолитно-кирпичный,2024.0,2,1,консьерж,детская площадка,открытая во дворе,гардеробная,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.209231,50.1864804,6.46,1.17
54,7222053153,9482477.0,183769.0,ООО «СЗ ПАРКОВЫЙ»,,"пер. Парковый, жилой дом",возможна ипотека,1,51.6,24.8,,4.0,15.0,,2.7,совмещенный,на улицу,,,договор долевого участия,монолитный,,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая",панорамные окна,,,агентство,2025-05-27,,,,
55,3865943352,8353475.0,114588.0,Группа компаний «Древо»,,"б, в",возможна ипотека,3,72.9,12.9,43.0,8.0,9.0,лоджия,2.7,,,,,,панельный,,,,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,агентство,2025-05-27,,,,
56,7247210549,4240000.0,66562.0,1 собственник,Krasnoglinsky,"15-й квартал, 15",,3,63.7,6.1,45.1,1.0,5.0,лоджия,,раздельный,,требует ремонта,,свободная,панельный,1972.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,частное лицо,2025-05-27,53.3029589,50.2705068,17.11,10.13
57,7254931450,12820717.0,177572.0,ООО «СЗ ПАРКОВЫЙ»,,"пер. Парковый, жилой дом",возможна ипотека,2,72.2,25.4,,7.0,21.0,,2.7,раздельный,на улицу,,,договор долевого участия,монолитный,,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,"гардеробная, панорамные окна",,,агентство,2025-05-27,,,,
58,7414739292,7454451.0,201472.0,ООО «СЗ ПАРКОВЫЙ»,,"пер. Парковый, жилой дом",возможна ипотека,1,37.0,17.0,,8.0,15.0,,2.7,совмещенный,"во двор, на улицу",,,договор долевого участия,монолитный,,1,1,,"закрытая территория, детская площадка",подземная,"гардеробная, панорамные окна",,,агентство,2025-05-27,,,,
59,7378668987,4748185.0,110423.0,Группа компаний «Развитие»,Krasnoglinsky,"кв-л 3, ЖК «Салют»",,1,43.0,42.0,,1.0,12.0,,2.5,,,,,,кирпичный,,1,,,,,,,,агентство,2025-05-27,,,,
60,2299966961,5550000.0,99462.0,ООО «Специализированный Застройщик «ГВ Девелопмент»,Kuibyshevsky,"ш. Южное, д. 9",,2,55.8,10.0,,6.0,24.0,,,,,,,,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.1303192,50.1721346,8.52,7.79
61,7378915579,6192498.0,118177.0,Группа компаний «Развитие»,Krasnoglinsky,"кв-л 3, ЖК «Салют»",,1,52.4,52.0,,5.0,12.0,,2.5,,,,,,кирпичный,,1,,,,,,,,агентство,2025-05-27,,,,
62,7447428305,5350000.0,128606.0,Контактное лицо,Sovetsky,"ул. Советской Армии, 144",возможна ипотека,2,41.6,16.0,,4.0,5.0,балкон,,совмещенный,,дизайнерский,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,1968.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2150609,50.2097179,8.14,1.69
63,3446289947,11138510.0,137174.0,Группа компаний «СтройКонтракт»,,"ул. 3-я просека / Советской Армии / ул. Ново-Садовая (дублёр), ЖК «Эстетика»",возможна ипотека,2,81.2,13.9,,3.0,8.0,лоджия,,совмещенный,,,,договор долевого участия,кирпичный,,нет,нет,,,,,изолированные,,агентство,2025-05-27,,,,
64,7404714984,6700000.0,145969.0,2 собственника или больше,Oktyabrsky,"5-я просека, 103",возможна ипотека,1,45.9,10.5,21.0,8.0,9.0,балкон,3.0,раздельный,на улицу,косметический,"кондиционер, холодильник, стиральная машина, водонагреватель",свободная,панельный,2005.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды",частное лицо,2025-05-27,53.2444516,50.1868154,8.55,4.41
65,4298396329,19336200.0,185035.0,ООО «СЗ «СПЕКТРСТРОЙ»,,"ул. Ново-Садовая, д. 120-122",,студия,104.5,,,12.0,19.0,,,,,,,,монолитный,,,,,,,,,,агентство,2025-05-27,,,,
66,3177500904,12220000.0,125077.0,ООО «СЗ «Архитектор»,,"ул. Дыбенко/пр-д 3-й/4-й, стр. 2",,3,97.7,14.0,50.3,5.0,27.0,лоджия,,,,,,,монолитный,,,,,,,,,,агентство,2025-05-27,,,,
67,7374851817,2950000.0,88855.0,1 собственник,Krasnoglinsky,"ул. Евгения Золотухина, 15",возможна ипотека,1,33.2,10.0,17.0,3.0,3.0,балкон,2.6,совмещенный,во двор,евро,"кондиционер, холодильник",свободная,кирпичный,2012.0,нет,нет,,,открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.3155389,50.3094929,19.93,11.64
68,7326430083,6437000.0,106927.0,Группа компаний «Корпорация КОШЕЛЕВ»,Kirovsky,"ул. Олега Пешкова, стр. 9",возможна ипотека,2,60.2,11.3,30.7,4.0,16.0,лоджия,,совмещенный,,,,договор долевого участия,кирпичный,,1,1,,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-27,53.3026534,50.3292589,19.98,10.54
69,7423041430,3300000.0,108197.0,1 собственник,,"пр-т Карла Маркса, 326",возможна ипотека,1,30.5,5.5,19.0,2.0,5.0,,2.5,совмещенный,во двор,косметический,"холодильник, стиральная машина",свободная,панельный,1967.0,нет,нет,газ,детская площадка,открытая во дворе,,,спальные места,агентство,2025-05-27,,,,
70,3176829897,7930000.0,154883.0,ООО «СЗ «Архитектор»,,"ул. Дыбенко/пр-д 3-й/4-й, стр. 2",,1,51.2,14.5,18.3,2.0,27.0,лоджия,,,,,,,монолитный,,,,,,,,,,агентство,2025-05-27,,,,
71,7420764886,1000000.0,54348.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Krasnoglinsky,"3-й квартал, 2",возможна ипотека,1,18.4,3.0,12.0,1.0,5.0,,,совмещенный,во двор,требует ремонта,,свободная,кирпичный,1968.0,нет,нет,,детская площадка,открытая во дворе,,,,агентство,2025-05-27,53.5156655,50.1420901,36.26,33.8
72,3578257827,6166604.0,124327.0,Группа компаний «Древо»,,"мкр. Южный город, стр. 44.2-1",возможна ипотека,2,49.6,8.2,25.2,8.0,16.0,лоджия,2.7,,,,,,панельный,,,,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,агентство,2025-05-27,,,,
74,4016253910,10712536.0,128602.0,Группа компаний «Финстрой»,Krasnoglinsky,"1 кв-л, секц. 68-71",,3,83.3,18.3,40.9,7.0,18.0,лоджия,2.7,раздельный,,,,,кирпичный,,,,,,,,,,агентство,2025-05-27,,,,
75,7368215258,7100000.0,171084.0,2 собственника или больше,Zheleznodorozhny,"ул. Тухачевского, 80",возможна ипотека,1,41.5,11.0,,13.0,16.0,балкон,,совмещенный,на улицу,косметический,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды",частное лицо,2025-05-27,53.1952254,50.1519748,3.86,1.01
76,7222817923,16010092.0,171414.0,ООО «СЗ ПАРКОВЫЙ»,,"пер. Парковый, жилой дом",возможна ипотека,3,93.4,36.6,,16.0,21.0,,3.0,"совмещенный, раздельный",на улицу,,,договор долевого участия,монолитный,,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,"гардеробная, панорамные окна",,,агентство,2025-05-27,,,,
77,7368636042,1750000.0,21875.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Свободы, 230",продажа доли,1,80.0,20.0,20.0,5.0,5.0,,,совмещенный,на улицу,косметический,,свободная,кирпичный,1970.0,нет,нет,газ,"детская площадка, спортивная площадка",,,,,агентство,2025-05-27,53.2367962,50.2825845,13.54,2.73
78,4540400071,7415300.0,116961.0,ООО «Специализированный Застройщик «ГВ Девелопмент»,Kuibyshevsky,"ш. Южное, стр. 2",,2,63.4,12.4,,3.0,19.0,лоджия,,совмещенный,,,,договор долевого участия,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.1303192,50.1721346,8.52,7.79
